"gutenberg_id" "text"
110 "from.... And where do we raise our smoke, now, parson, if I may make so"
110 "bold; I mean, where do we d’Urbervilles live?”"
110 ""
110 "“You don’t live anywhere. You are extinct—as a county family.”"
110 ""
110 "“That’s bad.”"
110 ""
110 "“Yes—what the mendacious family chronicles call extinct in the male"
110 "line—that is, gone down—gone under.”"
110 ""
110 "“Then where do we lie?”"
110 ""
110 "“At Kingsbere-sub-Greenhill: rows and rows of you in your vaults, with"
110 "your effigies under Purbeck-marble canopies.”"
110 ""
110 "“And where be our family mansions and estates?”"
110 ""
110 "“You haven’t any.”"
110 ""
110 "“Oh? No lands neither?”"
110 ""
110 "“None; though you once had ’em in abundance, as I said, for your family"
110 "consisted of numerous branches. In this county there was a seat of"
110 "yours at Kingsbere, and another at Sherton, and another in Millpond,"
110 "and another at Lullstead, and another at Wellbridge.”"
110 ""
110 "“And shall we ever come into our own again?”"
110 ""
110 "“Ah—that I can’t tell!”"
110 ""
110 "“And what had I better do about it, sir?” asked Durbeyfield, after a"
110 "pause."
110 ""
110 "“Oh—nothing, nothing; except chasten yourself with the thought of ‘how"
110 "are the mighty fallen.’ It is a fact of some interest to the local"
110 "historian and genealogist, nothing more. There are several families"
110 "among the cottagers of this county of almost equal lustre. Good night.”"
110 ""
110 "“But you’ll turn back and have a quart of beer wi’ me on the strength"
110 "o’t, Pa’son Tringham? There’s a very pretty brew in tap at The Pure"
110 "Drop—though, to be sure, not so good as at Rolliver’s.”"
110 ""
110 "“No, thank you—not this evening, Durbeyfield. You’ve had enough"
110 "already.” Concluding thus, the parson rode on his way, with doubts as"
110 "to his discretion in retailing this curious bit of lore."
110 ""
110 "When he was gone, Durbeyfield walked a few steps in a profound reverie,"
110 "and then sat down upon the grassy bank by the roadside, depositing his"
110 "basket before him. In a few minutes a youth appeared in the distance,"
110 "walking in the same direction as that which had been pursued by"
110 "Durbeyfield. The latter, on seeing him, held up his hand, and the lad"
110 "quickened his pace and came near."
110 ""
110 "“Boy, take up that basket! I want ’ee to go on an errand for me.”"
110 ""
110 "The lath-like stripling frowned. “Who be you, then, John Durbeyfield,"
110 "to order me about and call me ‘boy’? You know my name as well as I know"
110 "yours!”"
110 ""
110 "“Do you, do you? That’s the secret—that’s the secret! Now obey my"
110 "orders, and take the message I’m going to charge ’ee wi’... Well, Fred,"
110 "I don’t mind telling you that the secret is that I’m one of a noble"
110 "race—it has been just found out by me this present afternoon, p.m.” And"
110 "as he made the announcement, Durbeyfield, declining from his sitting"
110 "position, luxuriously stretched himself out upon the bank among the"
110 "daisies."
110 ""
110 "The lad stood before Durbeyfield, and contemplated his length from"
110 "crown to toe."
110 ""
110 "“Sir John d’Urberville—that’s who I am,” continued the prostrate man."
110 "“That is if knights were baronets—which they be. ’Tis recorded in"
110 "history all about me. Dost know of such a place, lad, as"
110 "Kingsbere-sub-Greenhill?”"
110 ""
110 "“Ees. I’ve been there to Greenhill Fair.”"
110 ""
110 "“Well, under the church of that city there lie—”"
110 ""
110 "“’Tisn’t a city, the place I mean; leastwise ’twaddn’ when I was"
110 "there—’twas a little one-eyed, blinking sort o’ place.”"
110 ""
110 "“Never you mind the place, boy, that’s not the question before us."
110 "Under the church of that there parish lie my ancestors—hundreds of"
110 "’em—in coats of mail and jewels, in gr’t lead coffins weighing tons and"
110 "tons. There’s not a man in the county o’ South-Wessex that’s got"
110 "grander and nobler skillentons in his family than I.”"
110 ""
110 "“Oh?”"
110 ""
110 "“Now take up that basket, and goo on to Marlott, and when you’ve come"
110 "to The Pure Drop Inn, tell ’em to send a horse and carriage to me"
110 "immed’ately, to carry me hwome. And in the bottom o’ the carriage they"
110 "be to put a noggin o’ rum in a small bottle, and chalk it up to my"
110 "account. And when you’ve done that goo on to my house with the basket,"
110 "and tell my wife to put away that washing, because she needn’t finish"
110 "it, and wait till I come hwome, as I’ve news to tell her.”"
110 ""
110 "As the lad stood in a dubious attitude, Durbeyfield put his hand in his"
110 "pocket, and produced a shilling, one of the chronically few that he"
110 "possessed."
110 ""
110 "“Here’s for your labour, lad.”"
110 ""
110 "This made a difference in the young man’s estimate of the position."
110 ""
110 "“Yes, Sir John. Thank ’ee. Anything else I can do for ’ee, Sir John?”"
110 ""
110 "“Tell ’em at hwome that I should like for supper,—well, lamb’s fry if"
110 "they can get it; and if they can’t, black-pot; and if they can’t get"
110 "that, well chitterlings will do.”"
110 ""
110 "“Yes, Sir John.”"
110 ""
110 "The boy took up the basket, and as he set out the notes of a brass band"
110 "were heard from the direction of the village."
110 ""
110 "“What’s that?” said Durbeyfield. “Not on account o’ I?”"
110 ""
110 "“’Tis the women’s club-walking, Sir John. Why, your da’ter is one o’"
110 "the members.”"
110 ""
110 "“To be sure—I’d quite forgot it in my thoughts of greater things! Well,"
110 "vamp on to Marlott, will ye, and order that carriage, and maybe I’ll"
110 "drive round and inspect the club.”"
110 ""
110 "The lad departed, and Durbeyfield lay waiting on the grass and daisies"
110 "in the evening sun. Not a soul passed that way for a long while, and"
110 "the faint notes of the band were the only human sounds audible within"
110 "the rim of blue hills."
110 ""
110 ""
110 "<CHAPTER II>"
110 ""
110 "The village of Marlott lay amid the north-eastern undulations of the"
110 "beautiful Vale of Blakemore, or Blackmoor, aforesaid, an engirdled and"
110 "secluded region, for the most part untrodden as yet by tourist or"
110 "landscape-painter, though within a four hours’ journey from London."
110 ""
110 "It is a vale whose acquaintance is best made by viewing it from the"
110 "summits of the hills that surround it—except perhaps during the"
110 "droughts of summer. An unguided ramble into its recesses in bad weather"
110 "is apt to engender dissatisfaction with its narrow, tortuous, and miry"
110 "ways."
110 ""
110 "This fertile and sheltered tract of country, in which the fields are"
110 "never brown and the springs never dry, is bounded on the south by the"
110 "bold chalk ridge that embraces the prominences of Hambledon Hill,"
110 "Bulbarrow, Nettlecombe-Tout, Dogbury, High Stoy, and Bubb Down. The"
110 "traveller from the coast, who, after plodding northward for a score of"
110 "miles over calcareous downs and corn-lands, suddenly reaches the verge"
110 "of one of these escarpments, is surprised and delighted to behold,"
110 "extended like a map beneath him, a country differing absolutely from"
110 "that which he has passed through. Behind him the hills are open, the"
110 "sun blazes down upon fields so large as to give an unenclosed character"
110 "to the landscape, the lanes are white, the hedges low and plashed, the"
110 "atmosphere colourless. Here, in the valley, the world seems to be"
110 "constructed upon a smaller and more delicate scale; the fields are mere"
110 "paddocks, so reduced that from this height their hedgerows appear a"
110 "network of dark green threads overspreading the paler green of the"
110 "grass. The atmosphere beneath is languorous, and is so tinged with"
110 "azure that what artists call the middle distance partakes also of that"
110 "hue, while the horizon beyond is of the deepest ultramarine. Arable"
110 "lands are few and limited; with but slight exceptions the prospect is a"
110 "broad rich mass of grass and trees, mantling minor hills and dales"
110 "within the major. Such is the Vale of Blackmoor."
110 ""
110 "The district is of historic, no less than of topographical interest."
110 "The Vale was known in former times as the Forest of White Hart, from a"
110 "curious legend of King Henry III’s reign, in which the killing by a"
110 "certain Thomas de la Lynd of a beautiful white hart which the king had"
110 "run down and spared, was made the occasion of a heavy fine. In those"
110 "days, and till comparatively recent times, the country was densely"
110 "wooded. Even now, traces of its earlier condition are to be found in"
110 "the old oak copses and irregular belts of timber that yet survive upon"
110 "its slopes, and the hollow-trunked trees that shade so many of its"
110 "pastures."
110 ""
110 "The forests have departed, but some old customs of their shades remain."
110 "Many, however, linger only in a metamorphosed or disguised form. The"
110 "May-Day dance, for instance, was to be discerned on the afternoon under"
110 "notice, in the guise of the club revel, or “club-walking,” as it was"
110 "there called."
110 ""
110 "It was an interesting event to the younger inhabitants of Marlott,"
110 "though its real interest was not observed by the participators in the"
110 "ceremony. Its singularity lay less in the retention of a custom of"
110 "walking in procession and dancing on each anniversary than in the"
110 "members being solely women. In men’s clubs such celebrations were,"
110 "though expiring, less uncommon; but either the natural shyness of the"
110 "softer sex, or a sarcastic attitude on the part of male relatives, had"
110 "denuded such women’s clubs as remained (if any other did) or this their"
110 "glory and consummation. The club of Marlott alone lived to uphold the"
110 "local Cerealia. It had walked for hundreds of years, if not as"
110 "benefit-club, as votive sisterhood of some sort; and it walked still."
110 ""
110 "The banded ones were all dressed in white gowns—a gay survival from Old"
110 "Style days, when cheerfulness and May-time were synonyms—days before"
110 "the habit of taking long views had reduced emotions to a monotonous"
110 "average. Their first exhibition of themselves was in a processional"
110 "march of two and two round the parish. Ideal and real clashed slightly"
110 "as the sun lit up their figures against the green hedges and"
110 "creeper-laced house-fronts; for, though the whole troop wore white"
110 "garments, no two whites were alike among them. Some approached pure"
110 "blanching; some had a bluish pallor; some worn by the older characters"
110 "(which had possibly lain by folded for many a year) inclined to a"
110 "cadaverous tint, and to a Georgian style."
110 ""
110 "In addition to the distinction of a white frock, every woman and girl"
110 "carried in her right hand a peeled willow wand, and in her left a bunch"
110 "of white flowers. The peeling of the former, and the selection of the"
110 "latter, had been an operation of personal care."
110 ""
110 "There were a few middle-aged and even elderly women in the train, their"
110 "silver-wiry hair and wrinkled faces, scourged by time and trouble,"
110 "having almost a grotesque, certainly a pathetic, appearance in such a"
110 "jaunty situation. In a true view, perhaps, there was more to be"
110 "gathered and told of each anxious and experienced one, to whom the"
110 "years were drawing nigh when she should say, “I have no pleasure in"
110 "them,” than of her juvenile comrades. But let the elder be passed over"
110 "here for those under whose bodices the life throbbed quick and warm."
110 ""
110 "The young girls formed, indeed, the majority of the band, and their"
110 "heads of luxuriant hair reflected in the sunshine every tone of gold,"
110 "and black, and brown. Some had beautiful eyes, others a beautiful nose,"
110 "others a beautiful mouth and figure: few, if any, had all. A difficulty"
110 "of arranging their lips in this crude exposure to public scrutiny, an"
110 "inability to balance their heads, and to dissociate self-consciousness"
110 "from their features, was apparent in them, and showed that they were"
110 "genuine country girls, unaccustomed to many eyes."
110 ""
110 "And as each and all of them were warmed without by the sun, so each had"
110 "a private little sun for her soul to bask in; some dream, some"
110 "affection, some hobby, at least some remote and distant hope which,"
110 "though perhaps starving to nothing, still lived on, as hopes will. They"
110 "were all cheerful, and many of them merry."
110 ""
110 "They came round by The Pure Drop Inn, and were turning out of the high"
110 "road to pass through a wicket-gate into the meadows, when one of the"
110 "women said—"
110 ""
110 "“The Load-a-Lord! Why, Tess Durbeyfield, if there isn’t thy father"
110 "riding hwome in a carriage!”"
110 ""
110 "A young member of the band turned her head at the exclamation. She was"
110 "a fine and handsome girl—not handsomer than some others, possibly—but"
110 "her mobile peony mouth and large innocent eyes added eloquence to"
110 "colour and shape. She wore a red ribbon in her hair, and was the only"
110 "one of the white company who could boast of such a pronounced"
110 "adornment. As she looked round Durbeyfield was seen moving along the"
110 "road in a chaise belonging to The Pure Drop, driven by a frizzle-headed"
110 "brawny damsel with her gown-sleeves rolled above her elbows. This was"
110 "the cheerful servant of that establishment, who, in her part of"
110 "factotum, turned groom and ostler at times. Durbeyfield, leaning back,"
110 "and with his eyes closed luxuriously, was waving his hand above his"
110 "head, and singing in a slow recitative—"
110 ""
110 "“I’ve-got-a-gr’t-family-vault-at-Kingsbere—and"
110 "knighted-forefathers-in-lead-coffins-there!”"
110 ""
110 "The clubbists tittered, except the girl called Tess—in whom a slow heat"
110 "seemed to rise at the sense that her father was making himself foolish"
110 "in their eyes."
110 ""
110 "“He’s tired, that’s all,” she said hastily, “and he has got a lift"
110 "home, because our own horse has to rest to-day.”"
110 ""
110 "“Bless thy simplicity, Tess,” said her companions. “He’s got his"
110 "market-nitch. Haw-haw!”"
110 ""
110 "“Look here; I won’t walk another inch with you, if you say any jokes"
110 "about him!” Tess cried, and the colour upon her cheeks spread over her"
110 "face and neck. In a moment her eyes grew moist, and her glance drooped"
110 "to the ground. Perceiving that they had really pained her they said no"
110 "more, and order again prevailed. Tess’s pride would not allow her to"
110 "turn her head again, to learn what her father’s meaning was, if he had"
110 "any; and thus she moved on with the whole body to the enclosure where"
110 "there was to be dancing on the green. By the time the spot was reached"
110 "she had recovered her equanimity, and tapped her neighbour with her"
110 "wand and talked as usual."
110 ""
110 "Tess Durbeyfield at this time of her life was a mere vessel of emotion"
110 "untinctured by experience. The dialect was on her tongue to some"
110 "extent, despite the village school: the characteristic intonation of"
110 "that dialect for this district being the voicing approximately rendered"
110 "by the syllable UR, probably as rich an utterance as any to be found in"
110 "human speech. The pouted-up deep red mouth to which this syllable was"
110 "native had hardly as yet settled into its definite shape, and her lower"
110 "lip had a way of thrusting the middle of her top one upward, when they"
110 "closed together after a word."
110 ""
110 "Phases of her childhood lurked in her aspect still. As she walked along"
110 "to-day, for all her bouncing handsome womanliness, you could sometimes"
110 "see her twelfth year in her cheeks, or her ninth sparkling from her"
110 "eyes; and even her fifth would flit over the curves of her mouth now"
110 "and then."
110 ""
110 "Yet few knew, and still fewer considered this. A small minority, mainly"
110 "strangers, would look long at her in casually passing by, and grow"
110 "momentarily fascinated by her freshness, and wonder if they would ever"
110 "see her again: but to almost everybody she was a fine and picturesque"
110 "country girl, and no more."
110 ""
110 "Nothing was seen or heard further of Durbeyfield in his triumphal"
110 "chariot under the conduct of the ostleress, and the club having entered"
110 "the allotted space, dancing began. As there were no men in the company,"
110 "the girls danced at first with each other, but when the hour for the"
110 "close of labour drew on, the masculine inhabitants of the village,"
110 "together with other idlers and pedestrians, gathered round the spot,"
110 "and appeared inclined to negotiate for a partner."
110 ""
110 "Among these on-lookers were three young men of a superior class,"
110 "carrying small knapsacks strapped to their shoulders, and stout sticks"
110 "in their hands. Their general likeness to each other, and their"
110 "consecutive ages, would almost have suggested that they might be, what"
110 "in fact they were, brothers. The eldest wore the white tie, high"
110 "waistcoat, and thin-brimmed hat of the regulation curate; the second"
110 "was the normal undergraduate; the appearance of the third and youngest"
110 "would hardly have been sufficient to characterize him; there was an"
110 "uncribbed, uncabined aspect in his eyes and attire, implying that he"
110 "had hardly as yet found the entrance to his professional groove. That"
110 "he was a desultory tentative student of something and everything might"
110 "only have been predicted of him."
110 ""
110 "These three brethren told casual acquaintance that they were spending"
110 "their Whitsun holidays in a walking tour through the Vale of Blackmoor,"
110 "their course being south-westerly from the town of Shaston on the"
110 "north-east."
110 ""
110 "They leant over the gate by the highway, and inquired as to the meaning"
110 "of the dance and the white-frocked maids. The two elder of the brothers"
110 "were plainly not intending to linger more than a moment, but the"
110 "spectacle of a bevy of girls dancing without male partners seemed to"
110 "amuse the third, and make him in no hurry to move on. He unstrapped his"
110 "knapsack, put it, with his stick, on the hedge-bank, and opened the"
110 "gate."
110 ""
110 "“What are you going to do, Angel?” asked the eldest."
110 ""
110 "“I am inclined to go and have a fling with them. Why not all of us—just"
110 "for a minute or two—it will not detain us long?”"
110 ""
110 "“No—no; nonsense!” said the first. “Dancing in public with a troop of"
110 "country hoydens—suppose we should be seen! Come along, or it will be"
110 "dark before we get to Stourcastle, and there’s no place we can sleep at"
110 "nearer than that; besides, we must get through another chapter of _A"
110 "Counterblast to Agnosticism_ before we turn in, now I have taken the"
110 "trouble to bring the book.”"
110 ""
110 "“All right—I’ll overtake you and Cuthbert in five minutes; don’t stop;"
110 "I give my word that I will, Felix.”"
110 ""
110 "The two elder reluctantly left him and walked on, taking their"
110 "brother’s knapsack to relieve him in following, and the youngest"
110 "entered the field."
110 ""
110 "“This is a thousand pities,” he said gallantly, to two or three of the"
110 "girls nearest him, as soon as there was a pause in the dance. “Where"
110 "are your partners, my dears?”"
110 ""
110 "“They’ve not left off work yet,” answered one of the boldest. “They’ll"
110 "be here by and by. Till then, will you be one, sir?”"
110 ""
110 "“Certainly. But what’s one among so many!”"
110 ""
110 "“Better than none. ’Tis melancholy work facing and footing it to one of"
110 "your own sort, and no clipsing and colling at all. Now, pick and"
110 "choose.”"
110 ""
110 "“’Ssh—don’t be so for’ard!” said a shyer girl."
110 ""
110 "The young man, thus invited, glanced them over, and attempted some"
110 "discrimination; but, as the group were all so new to him, he could not"
110 "very well exercise it. He took almost the first that came to hand,"
110 "which was not the speaker, as she had expected; nor did it happen to be"
110 "Tess Durbeyfield. Pedigree, ancestral skeletons, monumental record, the"
110 "d’Urberville lineaments, did not help Tess in her life’s battle as yet,"
110 "even to the extent of attracting to her a dancing-partner over the"
110 "heads of the commonest peasantry. So much for Norman blood unaided by"
110 "Victorian lucre."
110 ""
110 "The name of the eclipsing girl, whatever it was, has not been handed"
110 "down; but she was envied by all as the first who enjoyed the luxury of"
110 "a masculine partner that evening. Yet such was the force of example"
110 "that the village young men, who had not hastened to enter the gate"
110 "while no intruder was in the way, now dropped in quickly, and soon the"
110 "couples became leavened with rustic youth to a marked extent, till at"
110 "length the plainest woman in the club was no longer compelled to foot"
110 "it on the masculine side of the figure."
110 ""
110 "The church clock struck, when suddenly the student said that he must"
110 "leave—he had been forgetting himself—he had to join his companions. As"
110 "he fell out of the dance his eyes lighted on Tess Durbeyfield, whose"
110 "own large orbs wore, to tell the truth, the faintest aspect of reproach"
110 "that he had not chosen her. He, too, was sorry then that, owing to her"
110 "backwardness, he had not observed her; and with that in his mind he"
110 "left the pasture."
110 ""
110 "On account of his long delay he started in a flying-run down the lane"
110 "westward, and had soon passed the hollow and mounted the next rise. He"
110 "had not yet overtaken his brothers, but he paused to get breath, and"
110 "looked back. He could see the white figures of the girls in the green"
110 "enclosure whirling about as they had whirled when he was among them."
110 "They seemed to have quite forgotten him already."
110 ""
110 "All of them, except, perhaps, one. This white shape stood apart by the"
110 "hedge alone. From her position he knew it to be the pretty maiden with"
110 "whom he had not danced. Trifling as the matter was, he yet"
110 "instinctively felt that she was hurt by his oversight. He wished that"
110 "he had asked her; he wished that he had inquired her name. She was so"
110 "modest, so expressive, she had looked so soft in her thin white gown"
110 "that he felt he had acted stupidly."
110 ""
110 "However, it could not be helped, and turning, and bending himself to a"
110 "rapid walk, he dismissed the subject from his mind."
110 ""
110 ""
110 "<CHAPTER III>"
110 ""
110 "As for Tess Durbeyfield, she did not so easily dislodge the incident"
110 "from her consideration. She had no spirit to dance again for a long"
110 "time, though she might have had plenty of partners; but ah! they did"
110 "not speak so nicely as the strange young man had done. It was not till"
110 "the rays of the sun had absorbed the young stranger’s retreating figure"
110 "on the hill that she shook off her temporary sadness and answered her"
110 "would-be partner in the affirmative."
110 ""
110 "She remained with her comrades till dusk, and participated with a"
110 "certain zest in the dancing; though, being heart-whole as yet, she"
110 "enjoyed treading a measure purely for its own sake; little divining"
110 "when she saw “the soft torments, the bitter sweets, the pleasing pains,"
110 "and the agreeable distresses” of those girls who had been wooed and"
110 "won, what she herself was capable of in that kind. The struggles and"
110 "wrangles of the lads for her hand in a jig were an amusement to her—no"
110 "more; and when they became fierce she rebuked them."
110 ""
110 "She might have stayed even later, but the incident of her father’s odd"
110 "appearance and manner returned upon the girl’s mind to make her"
110 "anxious, and wondering what had become of him she dropped away from the"
110 "dancers and bent her steps towards the end of the village at which the"
110 "parental cottage lay."
110 ""
110 "While yet many score yards off, other rhythmic sounds than those she"
110 "had quitted became audible to her; sounds that she knew well—so well."
110 "They were a regular series of thumpings from the interior of the house,"
110 "occasioned by the violent rocking of a cradle upon a stone floor, to"
110 "which movement a feminine voice kept time by singing, in a vigorous"
110 "gallopade, the favourite ditty of “The Spotted Cow”—"
110 ""
110 "    I saw her lie do′-own in yon′-der green gro′-ove;"
110 "    Come, love!′ and I'll tell′ you where!′"
110 ""
110 "The cradle-rocking and the song would cease simultaneously for a"
110 "moment, and an exclamation at highest vocal pitch would take the place"
110 "of the melody."
110 ""
110 "“God bless thy diment eyes! And thy waxen cheeks! And thy cherry mouth!"
110 "And thy Cubit’s thighs! And every bit o’ thy blessed body!”"
110 ""
110 "After this invocation the rocking and the singing would recommence, and"
110 "the “Spotted Cow” proceed as before. So matters stood when Tess opened"
110 "the door and paused upon the mat within it, surveying the scene."
110 ""
110 "The interior, in spite of the melody, struck upon the girl’s senses"
110 "with an unspeakable dreariness. From the holiday gaieties of the"
110 "field—the white gowns, the nosegays, the willow-wands, the whirling"
110 "movements on the green, the flash of gentle sentiment towards the"
110 "stranger—to the yellow melancholy of this one-candled spectacle, what a"
110 "step! Besides the jar of contrast there came to her a chill"
110 "self-reproach that she had not returned sooner, to help her mother in"
110 "these domesticities, instead of indulging herself out-of-doors."
110 ""
110 "There stood her mother amid the group of children, as Tess had left"
110 "her, hanging over the Monday washing-tub, which had now, as always,"
110 "lingered on to the end of the week. Out of that tub had come the day"
110 "before—Tess felt it with a dreadful sting of remorse—the very white"
110 "frock upon her back which she had so carelessly greened about the skirt"
110 "on the damping grass—which had been wrung up and ironed by her mother’s"
110 "own hands."
110 ""
110 "As usual, Mrs Durbeyfield was balanced on one foot beside the tub, the"
110 "other being engaged in the aforesaid business of rocking her youngest"
110 "child. The cradle-rockers had done hard duty for so many years, under"
110 "the weight of so many children, on that flagstone floor, that they were"
110 "worn nearly flat, in consequence of which a huge jerk accompanied each"
110 "swing of the cot, flinging the baby from side to side like a weaver’s"
110 "shuttle, as Mrs Durbeyfield, excited by her song, trod the rocker with"
110 "all the spring that was left in her after a long day’s seething in the"
110 "suds."
110 ""
110 "Nick-knock, nick-knock, went the cradle; the candle-flame stretched"
110 "itself tall, and began jigging up and down; the water dribbled from the"
110 "matron’s elbows, and the song galloped on to the end of the verse, Mrs"
110 "Durbeyfield regarding her daughter the while. Even now, when burdened"
110 "with a young family, Joan Durbeyfield was a passionate lover of tune."
110 "No ditty floated into Blackmoor Vale from the outer world but Tess’s"
110 "mother caught up its notation in a week."
110 ""
110 "There still faintly beamed from the woman’s features something of the"
110 "freshness, and even the prettiness, of her youth; rendering it probable"
110 "that the personal charms which Tess could boast of were in main part"
110 "her mother’s gift, and therefore unknightly, unhistorical."
110 ""
110 "“I’ll rock the cradle for ’ee, mother,” said the daughter gently. “Or"
110 "I’ll take off my best frock and help you wring up? I thought you had"
110 "finished long ago.”"
110 ""
110 "Her mother bore Tess no ill-will for leaving the housework to her"
110 "single-handed efforts for so long; indeed, Joan seldom upbraided her"
110 "thereon at any time, feeling but slightly the lack of Tess’s assistance"
110 "whilst her instinctive plan for relieving herself of her labours lay in"
110 "postponing them. To-night, however, she was even in a blither mood than"
110 "usual. There was a dreaminess, a pre-occupation, an exaltation, in the"
110 "maternal look which the girl could not understand."
110 ""
110 "“Well, I’m glad you’ve come,” her mother said, as soon as the last note"
110 "had passed out of her. “I want to go and fetch your father; but what’s"
110 "more’n that, I want to tell ’ee what have happened. Y’ll be fess"
110 "enough, my poppet, when th’st know!” (Mrs Durbeyfield habitually spoke"
110 "the dialect; her daughter, who had passed the Sixth Standard in the"
110 "National School under a London-trained mistress, spoke two languages:"
110 "the dialect at home, more or less; ordinary English abroad and to"
110 "persons of quality.)"
110 ""
110 "“Since I’ve been away?” Tess asked."
110 ""
110 "“Ay!”"
110 ""
110 "“Had it anything to do with father’s making such a mommet of himself in"
110 "thik carriage this afternoon? Why did ’er? I felt inclined to sink into"
110 "the ground with shame!”"
110 ""
110 "“That wer all a part of the larry! We’ve been found to be the greatest"
110 "gentlefolk in the whole county—reaching all back long before Oliver"
110 "Grumble’s time—to the days of the Pagan Turks—with monuments, and"
110 "vaults, and crests, and ’scutcheons, and the Lord knows what all. In"
110 "Saint Charles’s days we was made Knights o’ the Royal Oak, our real"
110 "name being d’Urberville!... Don’t that make your bosom plim? ’Twas on"
110 "this account that your father rode home in the vlee; not because he’d"
110 "been drinking, as people supposed.”"
110 ""
110 "“I’m glad of that. Will it do us any good, mother?”"
110 ""
110 "“O yes! ’Tis thoughted that great things may come o’t. No doubt a"
110 "mampus of volk of our own rank will be down here in their carriages as"
110 "soon as ’tis known. Your father learnt it on his way hwome from"
110 "Shaston, and he has been telling me the whole pedigree of the matter.”"
110 ""
110 "“Where is father now?” asked Tess suddenly."
110 ""
110 "Her mother gave irrelevant information by way of answer: “He called to"
110 "see the doctor to-day in Shaston. It is not consumption at all, it"
110 "seems. It is fat round his heart, ’a says. There, it is like this.”"
